,Year,State,County,Deaths
0,2003.0,LA,Acadia Parish,11.0
1,2005.0,LA,Acadia Parish,23.0
2,2006.0,LA,Acadia Parish,19.0
3,2007.0,LA,Acadia Parish,19.0
4,2009.0,LA,Acadia Parish,11.0
5,2010.0,LA,Acadia Parish,13.0
6,2011.0,LA,Acadia Parish,10.0
7,2003.0,ID,Ada County,17.0
8,2004.0,ID,Ada County,21.0
9,2005.0,ID,Ada County,20.0
10,2006.0,ID,Ada County,32.0
11,2007.0,ID,Ada County,32.0
12,2008.0,ID,Ada County,37.0
13,2009.0,ID,Ada County,44.0
14,2010.0,ID,Ada County,35.0
15,2011.0,ID,Ada County,45.0
16,2012.0,ID,Ada County,28.0
17,2013.0,ID,Ada County,55.0
18,2014.0,ID,Ada County,65.0
19,2015.0,ID,Ada County,44.0
20,2003.0,CO,Adams County,42.0
21,2004.0,CO,Adams County,46.0
22,2005.0,CO,Adams County,63.0
23,2006.0,CO,Adams County,62.0
24,2007.0,CO,Adams County,70.0
25,2008.0,CO,Adams County,50.0
26,2009.0,CO,Adams County,67.0
27,2010.0,CO,Adams County,53.0
28,2011.0,CO,Adams County,88.0
29,2012.0,CO,Adams County,91.0
30,2013.0,CO,Adams County,78.0
31,2014.0,CO,Adams County,88.0
32,2015.0,CO,Adams County,84.0
33,2015.0,IL,Adams County,14.0
34,2012.0,OH,Adams County,10.0
35,2014.0,OH,Adams County,10.0
36,2015.0,OH,Adams County,13.0
37,2009.0,PA,Adams County,12.0
38,2010.0,PA,Adams County,10.0
39,2003.0,SC,Aiken County,10.0
40,2004.0,SC,Aiken County,16.0
41,2005.0,SC,Aiken County,13.0
42,2006.0,SC,Aiken County,25.0
43,2007.0,SC,Aiken County,19.0
44,2008.0,SC,Aiken County,18.0
45,2009.0,SC,Aiken County,21.0
46,2010.0,SC,Aiken County,25.0
47,2011.0,SC,Aiken County,22.0
48,2012.0,SC,Aiken County,26.0
49,2013.0,SC,Aiken County,27.0
50,2014.0,SC,Aiken County,26.0
51,2015.0,SC,Aiken County,30.0
52,2003.0,FL,Alachua County,11.0
53,2007.0,FL,Alachua County,17.0
54,2009.0,FL,Alachua County,15.0
55,2010.0,FL,Alachua County,15.0
56,2011.0,FL,Alachua County,14.0
57,2012.0,FL,Alachua County,14.0
58,2013.0,FL,Alachua County,12.0
59,2014.0,FL,Alachua County,19.0
60,2015.0,FL,Alachua County,23.0
61,2005.0,NC,Alamance County,11.0
62,2006.0,NC,Alamance County,10.0
63,2007.0,NC,Alamance County,11.0
64,2008.0,NC,Alamance County,19.0
65,2009.0,NC,Alamance County,20.0
66,2011.0,NC,Alamance County,16.0
67,2012.0,NC,Alamance County,19.0
68,2013.0,NC,Alamance County,15.0
69,2014.0,NC,Alamance County,16.0
70,2015.0,NC,Alamance County,14.0
71,2003.0,CA,Alameda County,124.0
72,2004.0,CA,Alameda County,154.0
73,2005.0,CA,Alameda County,172.0
74,2006.0,CA,Alameda County,182.0
75,2007.0,CA,Alameda County,185.0
76,2008.0,CA,Alameda County,157.0
77,2009.0,CA,Alameda County,153.0
78,2010.0,CA,Alameda County,131.0
79,2011.0,CA,Alameda County,167.0
80,2012.0,CA,Alameda County,133.0
81,2013.0,CA,Alameda County,174.0
82,2014.0,CA,Alameda County,165.0
83,2015.0,CA,Alameda County,210.0
84,2006.0,NY,Albany County,11.0
85,2007.0,NY,Albany County,28.0
86,2008.0,NY,Albany County,15.0
87,2009.0,NY,Albany County,10.0
88,2010.0,NY,Albany County,24.0
89,2011.0,NY,Albany County,26.0
90,2012.0,NY,Albany County,13.0
91,2013.0,NY,Albany County,29.0
92,2014.0,NY,Albany County,25.0
93,2015.0,NY,Albany County,27.0
94,2009.0,NC,Alexander County,11.0
95,2015.0,NC,Alexander County,11.0
96,2009.0,VA,Alexandria city,12.0
97,2015.0,VA,Alexandria city,11.0
98,2007.0,MI,Allegan County,17.0
99,2009.0,MI,Allegan County,12.0
100,2013.0,MI,Allegan County,10.0
101,2014.0,MI,Allegan County,21.0
102,2003.0,MD,Allegany County,15.0
103,2006.0,MD,Allegany County,12.0
104,2011.0,MD,Allegany County,10.0
105,2015.0,MD,Allegany County,11.0
106,2003.0,PA,Allegheny County,197.0
107,2004.0,PA,Allegheny County,195.0
108,2005.0,PA,Allegheny County,207.0
109,2006.0,PA,Allegheny County,150.0
110,2007.0,PA,Allegheny County,195.0
111,2008.0,PA,Allegheny County,222.0
112,2009.0,PA,Allegheny County,217.0
113,2010.0,PA,Allegheny County,231.0
114,2011.0,PA,Allegheny County,241.0
115,2012.0,PA,Allegheny County,276.0
116,2013.0,PA,Allegheny County,264.0
117,2014.0,PA,Allegheny County,314.0
118,2015.0,PA,Allegheny County,414.0
119,2004.0,IN,Allen County,20.0
120,2005.0,IN,Allen County,24.0
121,2006.0,IN,Allen County,19.0
122,2007.0,IN,Allen County,18.0
123,2008.0,IN,Allen County,22.0
124,2009.0,IN,Allen County,31.0
125,2010.0,IN,Allen County,33.0
126,2011.0,IN,Allen County,25.0
127,2012.0,IN,Allen County,33.0
128,2013.0,IN,Allen County,47.0
129,2014.0,IN,Allen County,51.0
130,2015.0,IN,Allen County,57.0
131,2012.0,OH,Allen County,14.0
132,2013.0,OH,Allen County,15.0
133,2014.0,OH,Allen County,12.0
134,2015.0,OH,Allen County,18.0
135,2009.0,CA,Amador County,13.0
136,2014.0,CA,Amador County,11.0
137,2003.0,AK,Anchorage Borough,31.0
138,2004.0,AK,Anchorage Borough,26.0
139,2005.0,AK,Anchorage Borough,28.0
140,2006.0,AK,Anchorage Borough,24.0
141,2007.0,AK,Anchorage Borough,37.0
142,2008.0,AK,Anchorage Borough,56.0
143,2009.0,AK,Anchorage Borough,57.0
144,2010.0,AK,Anchorage Borough,33.0
145,2011.0,AK,Anchorage Borough,47.0
146,2012.0,AK,Anchorage Borough,54.0
147,2013.0,AK,Anchorage Borough,44.0
148,2014.0,AK,Anchorage Borough,48.0
149,2015.0,AK,Anchorage Borough,52.0
150,2003.0,SC,Anderson County,12.0
151,2004.0,SC,Anderson County,18.0
152,2005.0,SC,Anderson County,19.0
153,2006.0,SC,Anderson County,18.0
154,2007.0,SC,Anderson County,25.0
155,2008.0,SC,Anderson County,29.0
156,2009.0,SC,Anderson County,41.0
157,2010.0,SC,Anderson County,33.0
158,2011.0,SC,Anderson County,32.0
159,2012.0,SC,Anderson County,28.0
160,2013.0,SC,Anderson County,36.0
161,2014.0,SC,Anderson County,35.0
162,2015.0,SC,Anderson County,39.0
163,2003.0,TN,Anderson County,10.0
164,2005.0,TN,Anderson County,13.0
165,2006.0,TN,Anderson County,13.0
166,2008.0,TN,Anderson County,13.0
167,2010.0,TN,Anderson County,16.0
168,2011.0,TN,Anderson County,15.0
169,2012.0,TN,Anderson County,16.0
170,2013.0,TN,Anderson County,20.0
171,2014.0,TN,Anderson County,18.0
172,2015.0,TN,Anderson County,22.0
173,2004.0,TX,Anderson County,11.0
174,2006.0,TX,Anderson County,10.0
175,2008.0,TX,Anderson County,10.0
176,2008.0,ME,Androscoggin County,13.0
177,2009.0,ME,Androscoggin County,13.0
178,2010.0,ME,Androscoggin County,12.0
179,2011.0,ME,Androscoggin County,12.0
180,2013.0,ME,Androscoggin County,10.0
181,2014.0,ME,Androscoggin County,21.0
182,2015.0,ME,Androscoggin County,23.0
183,2003.0,MD,Anne Arundel County,41.0
184,2004.0,MD,Anne Arundel County,53.0
185,2005.0,MD,Anne Arundel County,58.0
186,2006.0,MD,Anne Arundel County,61.0
187,2007.0,MD,Anne Arundel County,68.0
188,2008.0,MD,Anne Arundel County,70.0
189,2009.0,MD,Anne Arundel County,74.0
190,2010.0,MD,Anne Arundel County,59.0
191,2011.0,MD,Anne Arundel County,72.0
192,2012.0,MD,Anne Arundel County,75.0
193,2013.0,MD,Anne Arundel County,97.0
194,2014.0,MD,Anne Arundel County,111.0
195,2015.0,MD,Anne Arundel County,133.0
196,2003.0,MN,Anoka County,11.0
197,2004.0,MN,Anoka County,14.0
198,2005.0,MN,Anoka County,14.0
199,2006.0,MN,Anoka County,12.0
200,2007.0,MN,Anoka County,16.0
201,2008.0,MN,Anoka County,13.0
202,2009.0,MN,Anoka County,30.0
203,2010.0,MN,Anoka County,36.0
204,2011.0,MN,Anoka County,35.0
205,2012.0,MN,Anoka County,36.0
206,2013.0,MN,Anoka County,43.0
207,2014.0,MN,Anoka County,22.0
208,2015.0,MN,Anoka County,34.0
209,2006.0,TX,Aransas County,10.0
210,2003.0,CO,Arapahoe County,45.0
211,2004.0,CO,Arapahoe County,65.0
212,2005.0,CO,Arapahoe County,54.0
213,2006.0,CO,Arapahoe County,66.0
214,2007.0,CO,Arapahoe County,88.0
215,2008.0,CO,Arapahoe County,90.0
216,2009.0,CO,Arapahoe County,90.0
217,2010.0,CO,Arapahoe County,78.0
218,2011.0,CO,Arapahoe County,72.0
219,2012.0,CO,Arapahoe County,78.0
220,2013.0,CO,Arapahoe County,97.0
221,2014.0,CO,Arapahoe County,99.0
222,2015.0,CO,Arapahoe County,98.0
223,2015.0,VA,Arlington County,14.0
224,2006.0,PA,Armstrong County,14.0
225,2010.0,PA,Armstrong County,13.0
226,2011.0,PA,Armstrong County,15.0
227,2012.0,PA,Armstrong County,14.0
228,2013.0,PA,Armstrong County,14.0
229,2014.0,PA,Armstrong County,17.0
230,2015.0,PA,Armstrong County,26.0
231,2011.0,ME,Aroostook County,13.0
232,2003.0,LA,Ascension Parish,11.0
233,2005.0,LA,Ascension Parish,10.0
234,2007.0,LA,Ascension Parish,11.0
235,2008.0,LA,Ascension Parish,12.0
236,2009.0,LA,Ascension Parish,13.0
237,2011.0,LA,Ascension Parish,11.0
238,2012.0,LA,Ascension Parish,12.0
239,2013.0,LA,Ascension Parish,22.0
240,2014.0,LA,Ascension Parish,15.0
241,2015.0,LA,Ascension Parish,16.0
242,2008.0,OH,Ashtabula County,10.0
243,2010.0,OH,Ashtabula County,18.0
244,2011.0,OH,Ashtabula County,18.0
245,2012.0,OH,Ashtabula County,26.0
246,2013.0,OH,Ashtabula County,15.0
247,2014.0,OH,Ashtabula County,27.0
248,2015.0,OH,Ashtabula County,22.0
249,2007.0,OH,Athens County,13.0
250,2011.0,OH,Athens County,12.0
251,2012.0,OH,Athens County,10.0
252,2003.0,NJ,Atlantic County,34.0
253,2004.0,NJ,Atlantic County,40.0
254,2005.0,NJ,Atlantic County,35.0
255,2006.0,NJ,Atlantic County,35.0
256,2007.0,NJ,Atlantic County,26.0
257,2008.0,NJ,Atlantic County,31.0
258,2009.0,NJ,Atlantic County,12.0
259,2010.0,NJ,Atlantic County,35.0
260,2011.0,NJ,Atlantic County,52.0
261,2012.0,NJ,Atlantic County,62.0
262,2013.0,NJ,Atlantic County,64.0
263,2014.0,NJ,Atlantic County,56.0
264,2015.0,NJ,Atlantic County,58.0
265,2009.0,VA,Augusta County,15.0
266,2012.0,VA,Augusta County,11.0
267,2003.0,AL,Baldwin County,10.0
268,2004.0,AL,Baldwin County,18.0
269,2005.0,AL,Baldwin County,14.0
270,2006.0,AL,Baldwin County,11.0
271,2007.0,AL,Baldwin County,24.0
272,2008.0,AL,Baldwin County,19.0
273,2009.0,AL,Baldwin County,29.0
274,2010.0,AL,Baldwin County,24.0
275,2011.0,AL,Baldwin County,23.0
276,2012.0,AL,Baldwin County,24.0
277,2013.0,AL,Baldwin County,20.0
278,2014.0,AL,Baldwin County,32.0
279,2015.0,AL,Baldwin County,40.0
280,2003.0,MD,Baltimore County,157.0
281,2004.0,MD,Baltimore County,104.0
282,2005.0,MD,Baltimore County,111.0
283,2006.0,MD,Baltimore County,132.0
284,2007.0,MD,Baltimore County,116.0
285,2008.0,MD,Baltimore County,127.0
286,2009.0,MD,Baltimore County,129.0
287,2010.0,MD,Baltimore County,120.0
288,2011.0,MD,Baltimore County,112.0
289,2012.0,MD,Baltimore County,159.0
290,2013.0,MD,Baltimore County,143.0
291,2014.0,MD,Baltimore County,189.0
292,2015.0,MD,Baltimore County,234.0
293,2003.0,MD,Baltimore city,273.0
294,2004.0,MD,Baltimore city,247.0
295,2005.0,MD,Baltimore city,231.0
296,2006.0,MD,Baltimore city,253.0
297,2007.0,MD,Baltimore city,254.0
298,2008.0,MD,Baltimore city,164.0
299,2009.0,MD,Baltimore city,204.0
300,2010.0,MD,Baltimore city,136.0
301,2011.0,MD,Baltimore city,134.0
302,2012.0,MD,Baltimore city,187.0
303,2013.0,MD,Baltimore city,199.0
304,2014.0,MD,Baltimore city,254.0
305,2015.0,MD,Baltimore city,329.0
306,2009.0,ID,Bannock County,11.0
307,2010.0,ID,Bannock County,11.0
308,2011.0,ID,Bannock County,11.0
309,2012.0,ID,Bannock County,13.0
310,2013.0,ID,Bannock County,11.0
311,2014.0,ID,Bannock County,22.0
312,2003.0,MA,Barnstable County,21.0
313,2004.0,MA,Barnstable County,21.0
314,2005.0,MA,Barnstable County,20.0
315,2006.0,MA,Barnstable County,28.0
316,2007.0,MA,Barnstable County,37.0
317,2008.0,MA,Barnstable County,26.0
318,2009.0,MA,Barnstable County,25.0
319,2010.0,MA,Barnstable County,24.0
320,2011.0,MA,Barnstable County,18.0
321,2012.0,MA,Barnstable County,20.0
322,2013.0,MA,Barnstable County,41.0
323,2014.0,MA,Barnstable County,48.0
324,2015.0,MA,Barnstable County,62.0
325,2006.0,GA,Barrow County,10.0
326,2008.0,GA,Barrow County,10.0
327,2010.0,GA,Barrow County,12.0
328,2012.0,GA,Barrow County,10.0
329,2014.0,GA,Barrow County,11.0
330,2007.0,IN,Bartholomew County,10.0
331,2008.0,IN,Bartholomew County,14.0
332,2010.0,IN,Bartholomew County,14.0
333,2014.0,IN,Bartholomew County,10.0
334,2004.0,GA,Bartow County,13.0
335,2008.0,GA,Bartow County,14.0
336,2010.0,GA,Bartow County,20.0
337,2011.0,GA,Bartow County,17.0
338,2012.0,GA,Bartow County,13.0
339,2014.0,GA,Bartow County,16.0
340,2015.0,GA,Bartow County,18.0
341,2013.0,TX,Bastrop County,10.0
342,2008.0,KY,Bath County,11.0
343,2003.0,FL,Bay County,21.0
344,2004.0,FL,Bay County,18.0
345,2005.0,FL,Bay County,17.0
346,2006.0,FL,Bay County,34.0
347,2007.0,FL,Bay County,30.0
348,2008.0,FL,Bay County,23.0
349,2009.0,FL,Bay County,18.0
350,2010.0,FL,Bay County,22.0
351,2012.0,FL,Bay County,15.0
352,2013.0,FL,Bay County,19.0
353,2014.0,FL,Bay County,22.0
354,2015.0,FL,Bay County,25.0
355,2006.0,MI,Bay County,13.0
356,2007.0,MI,Bay County,12.0
357,2008.0,MI,Bay County,17.0
358,2009.0,MI,Bay County,14.0
359,2010.0,MI,Bay County,11.0
360,2011.0,MI,Bay County,20.0
361,2012.0,MI,Bay County,21.0
362,2013.0,MI,Bay County,17.0
363,2014.0,MI,Bay County,13.0
364,2015.0,MI,Bay County,21.0
365,2010.0,SC,Beaufort County,11.0
366,2011.0,SC,Beaufort County,13.0
367,2013.0,SC,Beaufort County,11.0
368,2014.0,SC,Beaufort County,10.0
369,2003.0,PA,Beaver County,20.0
370,2004.0,PA,Beaver County,18.0
371,2005.0,PA,Beaver County,14.0
372,2006.0,PA,Beaver County,17.0
373,2007.0,PA,Beaver County,20.0
374,2008.0,PA,Beaver County,18.0
375,2009.0,PA,Beaver County,26.0
376,2010.0,PA,Beaver County,24.0
377,2011.0,PA,Beaver County,33.0
378,2012.0,PA,Beaver County,31.0
379,2013.0,PA,Beaver County,41.0
380,2014.0,PA,Beaver County,34.0
381,2015.0,PA,Beaver County,34.0
382,2003.0,PA,Bedford County,11.0
383,2009.0,PA,Bedford County,11.0
384,2013.0,VA,Bedford County,11.0
385,2007.0,NH,Belknap County,13.0
386,2014.0,NH,Belknap County,10.0
387,2015.0,NH,Belknap County,16.0
388,2003.0,KY,Bell County,15.0
389,2004.0,KY,Bell County,15.0
390,2005.0,KY,Bell County,17.0
391,2006.0,KY,Bell County,10.0
392,2007.0,KY,Bell County,13.0
393,2008.0,KY,Bell County,13.0
394,2009.0,KY,Bell County,11.0
395,2010.0,KY,Bell County,24.0
396,2011.0,KY,Bell County,11.0
397,2013.0,KY,Bell County,23.0
398,2015.0,KY,Bell County,17.0
399,2005.0,TX,Bell County,10.0
400,2006.0,TX,Bell County,10.0
401,2007.0,TX,Bell County,10.0
402,2009.0,TX,Bell County,11.0
403,2010.0,TX,Bell County,22.0
404,2011.0,TX,Bell County,20.0
405,2012.0,TX,Bell County,26.0
406,2013.0,TX,Bell County,19.0
407,2014.0,TX,Bell County,17.0
408,2015.0,TX,Bell County,23.0
409,2012.0,OH,Belmont County,10.0
410,2014.0,OH,Belmont County,14.0
411,2015.0,OH,Belmont County,18.0
412,2005.0,AR,Benton County,10.0
413,2006.0,AR,Benton County,10.0
414,2007.0,AR,Benton County,13.0
415,2008.0,AR,Benton County,12.0
416,2009.0,AR,Benton County,15.0
417,2010.0,AR,Benton County,20.0
418,2011.0,AR,Benton County,18.0
419,2012.0,AR,Benton County,19.0
420,2013.0,AR,Benton County,11.0
421,2014.0,AR,Benton County,19.0
422,2015.0,AR,Benton County,30.0
423,2013.0,TN,Benton County,10.0
424,2003.0,WA,Benton County,10.0
425,2004.0,WA,Benton County,12.0
426,2005.0,WA,Benton County,13.0
427,2006.0,WA,Benton County,16.0
428,2007.0,WA,Benton County,17.0
429,2008.0,WA,Benton County,10.0
430,2009.0,WA,Benton County,17.0
431,2010.0,WA,Benton County,10.0
432,2011.0,WA,Benton County,16.0
433,2012.0,WA,Benton County,16.0
434,2013.0,WA,Benton County,18.0
435,2014.0,WA,Benton County,20.0
436,2015.0,WA,Benton County,28.0
437,2003.0,NJ,Bergen County,55.0
438,2004.0,NJ,Bergen County,43.0
439,2005.0,NJ,Bergen County,48.0
440,2006.0,NJ,Bergen County,59.0
441,2007.0,NJ,Bergen County,58.0
442,2008.0,NJ,Bergen County,49.0
443,2010.0,NJ,Bergen County,52.0
444,2011.0,NJ,Bergen County,69.0
445,2012.0,NJ,Bergen County,77.0
446,2013.0,NJ,Bergen County,95.0
447,2014.0,NJ,Bergen County,79.0
448,2015.0,NJ,Bergen County,82.0
449,2004.0,SC,Berkeley County,10.0
450,2005.0,SC,Berkeley County,13.0
451,2006.0,SC,Berkeley County,12.0
452,2007.0,SC,Berkeley County,11.0
453,2008.0,SC,Berkeley County,15.0
454,2009.0,SC,Berkeley County,11.0
455,2010.0,SC,Berkeley County,22.0
456,2011.0,SC,Berkeley County,16.0
457,2012.0,SC,Berkeley County,19.0
458,2013.0,SC,Berkeley County,25.0
459,2014.0,SC,Berkeley County,23.0
460,2015.0,SC,Berkeley County,25.0
461,2003.0,WV,Berkeley County,17.0
462,2005.0,WV,Berkeley County,10.0
463,2007.0,WV,Berkeley County,12.0
464,2008.0,WV,Berkeley County,19.0
465,2009.0,WV,Berkeley County,15.0
466,2010.0,WV,Berkeley County,17.0
467,2011.0,WV,Berkeley County,26.0
468,2012.0,WV,Berkeley County,27.0
469,2013.0,WV,Berkeley County,40.0
470,2014.0,WV,Berkeley County,39.0
471,2015.0,WV,Berkeley County,39.0
472,2003.0,PA,Berks County,27.0
473,2004.0,PA,Berks County,22.0
474,2005.0,PA,Berks County,27.0
475,2006.0,PA,Berks County,40.0
476,2007.0,PA,Berks County,30.0
477,2008.0,PA,Berks County,38.0
478,2009.0,PA,Berks County,52.0
479,2010.0,PA,Berks County,49.0
480,2011.0,PA,Berks County,65.0
481,2012.0,PA,Berks County,40.0
482,2013.0,PA,Berks County,43.0
483,2014.0,PA,Berks County,58.0
484,2015.0,PA,Berks County,42.0
485,2005.0,MA,Berkshire County,18.0
486,2007.0,MA,Berkshire County,15.0
487,2008.0,MA,Berkshire County,10.0
488,2009.0,MA,Berkshire County,16.0
489,2010.0,MA,Berkshire County,10.0
490,2011.0,MA,Berkshire County,12.0
491,2012.0,MA,Berkshire County,16.0
492,2013.0,MA,Berkshire County,19.0
493,2014.0,MA,Berkshire County,24.0
494,2015.0,MA,Berkshire County,32.0
495,2003.0,NM,Bernalillo County,144.0
496,2004.0,NM,Bernalillo County,128.0
497,2005.0,NM,Bernalillo County,164.0
498,2006.0,NM,Bernalillo County,171.0
499,2007.0,NM,Bernalillo County,182.0
500,2008.0,NM,Bernalillo County,219.0
501,2009.0,NM,Bernalillo County,164.0
502,2010.0,NM,Bernalillo County,184.0
503,2011.0,NM,Bernalillo County,199.0
504,2012.0,NM,Bernalillo County,190.0
505,2013.0,NM,Bernalillo County,147.0
506,2014.0,NM,Bernalillo County,193.0
507,2015.0,NM,Bernalillo County,197.0
508,2005.0,MI,Berrien County,15.0
509,2006.0,MI,Berrien County,21.0
510,2007.0,MI,Berrien County,15.0
511,2008.0,MI,Berrien County,15.0
512,2009.0,MI,Berrien County,21.0
513,2010.0,MI,Berrien County,17.0
514,2011.0,MI,Berrien County,19.0
515,2012.0,MI,Berrien County,17.0
516,2013.0,MI,Berrien County,16.0
517,2014.0,MI,Berrien County,31.0
518,2015.0,MI,Berrien County,30.0
519,2003.0,TX,Bexar County,163.0
520,2004.0,TX,Bexar County,168.0
521,2005.0,TX,Bexar County,202.0
522,2006.0,TX,Bexar County,191.0
523,2007.0,TX,Bexar County,104.0
524,2008.0,TX,Bexar County,157.0
525,2009.0,TX,Bexar County,197.0
526,2010.0,TX,Bexar County,186.0
527,2011.0,TX,Bexar County,263.0
528,2012.0,TX,Bexar County,193.0
529,2013.0,TX,Bexar County,175.0
530,2014.0,TX,Bexar County,181.0
531,2015.0,TX,Bexar County,190.0
532,2003.0,GA,Bibb County,13.0
533,2004.0,GA,Bibb County,11.0
534,2005.0,GA,Bibb County,24.0
535,2007.0,GA,Bibb County,12.0
536,2008.0,GA,Bibb County,14.0
537,2009.0,GA,Bibb County,12.0
538,2010.0,GA,Bibb County,12.0
539,2011.0,GA,Bibb County,17.0
540,2012.0,GA,Bibb County,10.0
541,2013.0,GA,Bibb County,14.0
542,2014.0,GA,Bibb County,11.0
543,2015.0,GA,Bibb County,14.0
544,2003.0,PA,Blair County,21.0
545,2004.0,PA,Blair County,12.0
546,2005.0,PA,Blair County,21.0
547,2006.0,PA,Blair County,18.0
548,2007.0,PA,Blair County,13.0
549,2008.0,PA,Blair County,19.0
550,2009.0,PA,Blair County,17.0
551,2011.0,PA,Blair County,22.0
552,2012.0,PA,Blair County,18.0
553,2013.0,PA,Blair County,16.0
554,2014.0,PA,Blair County,19.0
555,2015.0,PA,Blair County,35.0
556,2008.0,AL,Blount County,15.0
557,2012.0,AL,Blount County,15.0
558,2013.0,AL,Blount County,10.0
559,2014.0,AL,Blount County,11.0
560,2015.0,AL,Blount County,11.0
561,2003.0,TN,Blount County,14.0
562,2004.0,TN,Blount County,12.0
563,2005.0,TN,Blount County,16.0
564,2006.0,TN,Blount County,16.0
565,2007.0,TN,Blount County,24.0
566,2008.0,TN,Blount County,14.0
567,2009.0,TN,Blount County,17.0
568,2010.0,TN,Blount County,29.0
569,2011.0,TN,Blount County,22.0
570,2012.0,TN,Blount County,26.0
571,2013.0,TN,Blount County,22.0
572,2014.0,TN,Blount County,19.0
573,2015.0,TN,Blount County,31.0
574,2008.0,ID,Bonneville County,13.0
575,2009.0,ID,Bonneville County,13.0
576,2010.0,ID,Bonneville County,13.0
577,2011.0,ID,Bonneville County,12.0
578,2012.0,ID,Bonneville County,15.0
579,2013.0,ID,Bonneville County,33.0
580,2014.0,ID,Bonneville County,19.0
581,2015.0,ID,Bonneville County,27.0
582,2013.0,IN,Boone County,14.0
583,2015.0,IN,Boone County,11.0
584,2003.0,KY,Boone County,11.0
585,2005.0,KY,Boone County,10.0
586,2006.0,KY,Boone County,18.0
587,2007.0,KY,Boone County,18.0
588,2008.0,KY,Boone County,19.0
589,2009.0,KY,Boone County,19.0
590,2010.0,KY,Boone County,28.0
591,2011.0,KY,Boone County,20.0
592,2012.0,KY,Boone County,26.0
593,2013.0,KY,Boone County,37.0
594,2014.0,KY,Boone County,29.0
595,2015.0,KY,Boone County,47.0
596,2003.0,MO,Boone County,11.0
597,2004.0,MO,Boone County,12.0
598,2005.0,MO,Boone County,11.0
599,2006.0,MO,Boone County,17.0
600,2007.0,MO,Boone County,15.0
601,2008.0,MO,Boone County,19.0
602,2009.0,MO,Boone County,21.0
603,2010.0,MO,Boone County,22.0
604,2011.0,MO,Boone County,19.0
605,2012.0,MO,Boone County,16.0
606,2013.0,MO,Boone County,18.0
607,2014.0,MO,Boone County,12.0
608,2015.0,MO,Boone County,18.0
609,2004.0,WV,Boone County,11.0
610,2008.0,WV,Boone County,11.0
611,2010.0,WV,Boone County,17.0
612,2011.0,WV,Boone County,23.0
613,2012.0,WV,Boone County,16.0
614,2013.0,WV,Boone County,16.0
615,2014.0,WV,Boone County,22.0
616,2015.0,WV,Boone County,15.0
617,2003.0,LA,Bossier Parish,16.0
618,2005.0,LA,Bossier Parish,17.0
619,2006.0,LA,Bossier Parish,10.0
620,2007.0,LA,Bossier Parish,18.0
621,2008.0,LA,Bossier Parish,16.0
622,2009.0,LA,Bossier Parish,12.0
623,2010.0,LA,Bossier Parish,12.0
624,2013.0,LA,Bossier Parish,15.0
625,2003.0,CO,Boulder County,20.0
626,2004.0,CO,Boulder County,20.0
627,2005.0,CO,Boulder County,26.0
628,2006.0,CO,Boulder County,40.0
629,2007.0,CO,Boulder County,33.0
630,2008.0,CO,Boulder County,33.0
631,2009.0,CO,Boulder County,44.0
632,2010.0,CO,Boulder County,16.0
633,2011.0,CO,Boulder County,38.0
634,2012.0,CO,Boulder County,34.0
635,2013.0,CO,Boulder County,54.0
636,2014.0,CO,Boulder County,33.0
637,2015.0,CO,Boulder County,32.0
638,2008.0,KY,Boyd County,24.0
639,2009.0,KY,Boyd County,16.0
640,2010.0,KY,Boyd County,21.0
641,2011.0,KY,Boyd County,12.0
642,2012.0,KY,Boyd County,10.0
643,2014.0,KY,Boyd County,15.0
644,2015.0,KY,Boyd County,20.0
645,2007.0,TN,Bradley County,23.0
646,2008.0,TN,Bradley County,13.0
647,2009.0,TN,Bradley County,15.0
648,2010.0,TN,Bradley County,21.0
649,2011.0,TN,Bradley County,16.0
650,2012.0,TN,Bradley County,21.0
651,2013.0,TN,Bradley County,17.0
652,2014.0,TN,Bradley County,24.0
653,2015.0,TN,Bradley County,19.0
654,2003.0,TX,Brazoria County,13.0
655,2004.0,TX,Brazoria County,19.0
656,2005.0,TX,Brazoria County,31.0
657,2006.0,TX,Brazoria County,27.0
658,2007.0,TX,Brazoria County,22.0
659,2008.0,TX,Brazoria County,24.0
660,2009.0,TX,Brazoria County,37.0
661,2010.0,TX,Brazoria County,24.0
662,2011.0,TX,Brazoria County,36.0
663,2012.0,TX,Brazoria County,36.0
664,2013.0,TX,Brazoria County,26.0
665,2014.0,TX,Brazoria County,20.0
666,2015.0,TX,Brazoria County,29.0
667,2008.0,TX,Brazos County,10.0
668,2010.0,TX,Brazos County,11.0
669,2011.0,TX,Brazos County,19.0
670,2014.0,TX,Brazos County,20.0
671,2015.0,TX,Brazos County,17.0
672,2008.0,KY,Breathitt County,10.0
673,2010.0,KY,Breathitt County,11.0
674,2003.0,FL,Brevard County,97.0
675,2004.0,FL,Brevard County,111.0
676,2005.0,FL,Brevard County,119.0
677,2006.0,FL,Brevard County,107.0
678,2007.0,FL,Brevard County,104.0
679,2008.0,FL,Brevard County,121.0
680,2009.0,FL,Brevard County,135.0
681,2010.0,FL,Brevard County,135.0
682,2011.0,FL,Brevard County,123.0
683,2012.0,FL,Brevard County,113.0
684,2013.0,FL,Brevard County,106.0
685,2014.0,FL,Brevard County,111.0
686,2015.0,FL,Brevard County,155.0
687,2003.0,MA,Bristol County,110.0
688,2004.0,MA,Bristol County,94.0
689,2005.0,MA,Bristol County,79.0
