,Year,State,County,Deaths
4068,2006.0,MI,Livingston County,16.0
4069,2007.0,MI,Livingston County,14.0
4070,2008.0,MI,Livingston County,21.0
4071,2009.0,MI,Livingston County,13.0
4072,2010.0,MI,Livingston County,11.0
4073,2011.0,MI,Livingston County,12.0
4074,2012.0,MI,Livingston County,25.0
4075,2013.0,MI,Livingston County,23.0
4076,2014.0,MI,Livingston County,41.0
4077,2015.0,MI,Livingston County,21.0
4078,2003.0,LA,Livingston Parish,23.0
4079,2004.0,LA,Livingston Parish,16.0
4080,2005.0,LA,Livingston Parish,26.0
4081,2006.0,LA,Livingston Parish,25.0
4082,2007.0,LA,Livingston Parish,25.0
4083,2008.0,LA,Livingston Parish,32.0
4084,2009.0,LA,Livingston Parish,26.0
4085,2010.0,LA,Livingston Parish,35.0
4086,2011.0,LA,Livingston Parish,33.0
4087,2012.0,LA,Livingston Parish,24.0
4088,2013.0,LA,Livingston Parish,36.0
4089,2014.0,LA,Livingston Parish,29.0
4090,2015.0,LA,Livingston Parish,47.0
4091,2004.0,WV,Logan County,14.0
4092,2006.0,WV,Logan County,22.0
4093,2007.0,WV,Logan County,16.0
4094,2010.0,WV,Logan County,20.0
4095,2011.0,WV,Logan County,24.0
4096,2012.0,WV,Logan County,14.0
4097,2013.0,WV,Logan County,21.0
4098,2014.0,WV,Logan County,20.0
4099,2015.0,WV,Logan County,17.0
4100,2013.0,AR,Lonoke County,10.0
4101,2014.0,AR,Lonoke County,13.0
4102,2003.0,OH,Lorain County,13.0
4103,2004.0,OH,Lorain County,13.0
4104,2005.0,OH,Lorain County,14.0
4105,2006.0,OH,Lorain County,18.0
4106,2007.0,OH,Lorain County,29.0
4107,2008.0,OH,Lorain County,18.0
4108,2009.0,OH,Lorain County,21.0
4109,2010.0,OH,Lorain County,34.0
4110,2011.0,OH,Lorain County,25.0
4111,2012.0,OH,Lorain County,70.0
4112,2013.0,OH,Lorain County,69.0
4113,2014.0,OH,Lorain County,71.0
4114,2015.0,OH,Lorain County,63.0
4115,2003.0,CA,Los Angeles County,862.0
4116,2004.0,CA,Los Angeles County,815.0
4117,2005.0,CA,Los Angeles County,790.0
4118,2006.0,CA,Los Angeles County,825.0
4119,2007.0,CA,Los Angeles County,781.0
4120,2008.0,CA,Los Angeles County,732.0
4121,2009.0,CA,Los Angeles County,785.0
4122,2010.0,CA,Los Angeles County,715.0
4123,2011.0,CA,Los Angeles County,706.0
4124,2012.0,CA,Los Angeles County,716.0
4125,2013.0,CA,Los Angeles County,846.0
4126,2014.0,CA,Los Angeles County,760.0
4127,2015.0,CA,Los Angeles County,749.0
4128,2012.0,TN,Loudon County,10.0
4129,2014.0,TN,Loudon County,10.0
4130,2013.0,VA,Loudoun County,14.0
4131,2014.0,VA,Loudoun County,23.0
4132,2015.0,VA,Loudoun County,20.0
4133,2003.0,TX,Lubbock County,14.0
4134,2004.0,TX,Lubbock County,17.0
4135,2005.0,TX,Lubbock County,22.0
4136,2006.0,TX,Lubbock County,18.0
4137,2007.0,TX,Lubbock County,15.0
4138,2008.0,TX,Lubbock County,18.0
4139,2009.0,TX,Lubbock County,18.0
4140,2010.0,TX,Lubbock County,19.0
4141,2011.0,TX,Lubbock County,21.0
4142,2012.0,TX,Lubbock County,19.0
4143,2013.0,TX,Lubbock County,29.0
4144,2014.0,TX,Lubbock County,27.0
4145,2015.0,TX,Lubbock County,27.0
4146,2003.0,OH,Lucas County,19.0
4147,2004.0,OH,Lucas County,33.0
4148,2005.0,OH,Lucas County,59.0
4149,2006.0,OH,Lucas County,55.0
4150,2007.0,OH,Lucas County,84.0
4151,2008.0,OH,Lucas County,73.0
4152,2009.0,OH,Lucas County,28.0
4153,2010.0,OH,Lucas County,54.0
4154,2011.0,OH,Lucas County,57.0
4155,2012.0,OH,Lucas County,90.0
4156,2013.0,OH,Lucas County,72.0
4157,2014.0,OH,Lucas County,116.0
4158,2015.0,OH,Lucas County,119.0
4159,2003.0,PA,Luzerne County,46.0
4160,2004.0,PA,Luzerne County,49.0
4161,2005.0,PA,Luzerne County,46.0
4162,2006.0,PA,Luzerne County,43.0
4163,2007.0,PA,Luzerne County,51.0
4164,2008.0,PA,Luzerne County,57.0
4165,2009.0,PA,Luzerne County,48.0
4166,2010.0,PA,Luzerne County,45.0
4167,2011.0,PA,Luzerne County,52.0
4168,2012.0,PA,Luzerne County,69.0
4169,2013.0,PA,Luzerne County,59.0
4170,2014.0,PA,Luzerne County,57.0
4171,2015.0,PA,Luzerne County,101.0
4172,2010.0,PA,Lycoming County,12.0
4173,2012.0,PA,Lycoming County,11.0
4174,2013.0,PA,Lycoming County,14.0
4175,2014.0,PA,Lycoming County,12.0
4176,2015.0,PA,Lycoming County,15.0
4177,2010.0,NV,Lyon County,12.0
4178,2003.0,MI,Macomb County,106.0
4179,2004.0,MI,Macomb County,109.0
4180,2005.0,MI,Macomb County,146.0
4181,2006.0,MI,Macomb County,167.0
4182,2007.0,MI,Macomb County,180.0
4183,2008.0,MI,Macomb County,195.0
4184,2009.0,MI,Macomb County,223.0
4185,2010.0,MI,Macomb County,224.0
4186,2011.0,MI,Macomb County,234.0
4187,2012.0,MI,Macomb County,188.0
4188,2013.0,MI,Macomb County,250.0
4189,2014.0,MI,Macomb County,268.0
4190,2015.0,MI,Macomb County,268.0
4191,2012.0,IL,Macon County,10.0
4192,2013.0,IL,Macon County,10.0
4193,2015.0,IL,Macon County,13.0
4194,2006.0,NC,Macon County,13.0
4195,2003.0,CA,Madera County,14.0
4196,2004.0,CA,Madera County,11.0
4197,2005.0,CA,Madera County,11.0
4198,2006.0,CA,Madera County,11.0
4199,2008.0,CA,Madera County,11.0
4200,2010.0,CA,Madera County,11.0
4201,2011.0,CA,Madera County,20.0
4202,2012.0,CA,Madera County,20.0
4203,2013.0,CA,Madera County,18.0
4204,2014.0,CA,Madera County,18.0
4205,2015.0,CA,Madera County,24.0
4206,2004.0,AL,Madison County,12.0
4207,2005.0,AL,Madison County,13.0
4208,2007.0,AL,Madison County,11.0
4209,2008.0,AL,Madison County,20.0
4210,2009.0,AL,Madison County,27.0
4211,2010.0,AL,Madison County,28.0
4212,2011.0,AL,Madison County,25.0
4213,2012.0,AL,Madison County,25.0
4214,2013.0,AL,Madison County,19.0
4215,2014.0,AL,Madison County,19.0
4216,2015.0,AL,Madison County,38.0
4217,2014.0,GA,Madison County,12.0
4218,2003.0,IL,Madison County,13.0
4219,2004.0,IL,Madison County,24.0
4220,2005.0,IL,Madison County,22.0
4221,2006.0,IL,Madison County,30.0
4222,2007.0,IL,Madison County,38.0
4223,2008.0,IL,Madison County,32.0
4224,2009.0,IL,Madison County,39.0
4225,2010.0,IL,Madison County,57.0
4226,2011.0,IL,Madison County,49.0
4227,2012.0,IL,Madison County,56.0
4228,2013.0,IL,Madison County,42.0
4229,2014.0,IL,Madison County,79.0
4230,2015.0,IL,Madison County,71.0
4231,2003.0,IN,Madison County,21.0
4232,2004.0,IN,Madison County,20.0
4233,2005.0,IN,Madison County,30.0
4234,2006.0,IN,Madison County,37.0
4235,2007.0,IN,Madison County,22.0
4236,2008.0,IN,Madison County,17.0
4237,2009.0,IN,Madison County,33.0
4238,2010.0,IN,Madison County,31.0
4239,2011.0,IN,Madison County,42.0
4240,2012.0,IN,Madison County,38.0
4241,2013.0,IN,Madison County,16.0
4242,2014.0,IN,Madison County,26.0
4243,2015.0,IN,Madison County,30.0
4244,2003.0,KY,Madison County,12.0
4245,2006.0,KY,Madison County,10.0
4246,2008.0,KY,Madison County,10.0
4247,2009.0,KY,Madison County,11.0
4248,2010.0,KY,Madison County,21.0
4249,2011.0,KY,Madison County,18.0
4250,2012.0,KY,Madison County,18.0
4251,2013.0,KY,Madison County,12.0
4252,2014.0,KY,Madison County,23.0
4253,2015.0,KY,Madison County,27.0
4254,2014.0,MS,Madison County,12.0
4255,2014.0,NY,Madison County,11.0
4256,2010.0,OH,Madison County,11.0
4257,2003.0,OH,Mahoning County,14.0
4258,2004.0,OH,Mahoning County,16.0
4259,2005.0,OH,Mahoning County,30.0
4260,2006.0,OH,Mahoning County,27.0
4261,2007.0,OH,Mahoning County,26.0
4262,2008.0,OH,Mahoning County,42.0
4263,2009.0,OH,Mahoning County,27.0
4264,2010.0,OH,Mahoning County,50.0
4265,2011.0,OH,Mahoning County,47.0
4266,2012.0,OH,Mahoning County,47.0
4267,2013.0,OH,Mahoning County,41.0
4268,2014.0,OH,Mahoning County,48.0
4269,2015.0,OH,Mahoning County,60.0
4270,2003.0,FL,Manatee County,42.0
4271,2004.0,FL,Manatee County,46.0
4272,2005.0,FL,Manatee County,43.0
4273,2006.0,FL,Manatee County,54.0
4274,2007.0,FL,Manatee County,46.0
4275,2008.0,FL,Manatee County,45.0
4276,2009.0,FL,Manatee County,74.0
4277,2010.0,FL,Manatee County,76.0
4278,2011.0,FL,Manatee County,73.0
4279,2012.0,FL,Manatee County,40.0
4280,2013.0,FL,Manatee County,69.0
4281,2014.0,FL,Manatee County,91.0
4282,2015.0,FL,Manatee County,148.0
4283,2011.0,MI,Manistee County,10.0
4284,2014.0,WI,Manitowoc County,12.0
4285,2015.0,WI,Manitowoc County,12.0
4286,2015.0,WI,Marathon County,12.0
4287,2003.0,AZ,Maricopa County,415.0
4288,2004.0,AZ,Maricopa County,450.0
4289,2005.0,AZ,Maricopa County,505.0
4290,2006.0,AZ,Maricopa County,601.0
4291,2007.0,AZ,Maricopa County,597.0
4292,2008.0,AZ,Maricopa County,544.0
4293,2009.0,AZ,Maricopa County,597.0
4294,2010.0,AZ,Maricopa County,642.0
4295,2011.0,AZ,Maricopa County,655.0
4296,2012.0,AZ,Maricopa County,682.0
4297,2013.0,AZ,Maricopa County,770.0
4298,2014.0,AZ,Maricopa County,733.0
4299,2015.0,AZ,Maricopa County,763.0
4300,2003.0,CA,Marin County,19.0
4301,2004.0,CA,Marin County,16.0
4302,2005.0,CA,Marin County,16.0
4303,2006.0,CA,Marin County,24.0
4304,2007.0,CA,Marin County,40.0
4305,2008.0,CA,Marin County,14.0
4306,2009.0,CA,Marin County,33.0
4307,2010.0,CA,Marin County,28.0
4308,2011.0,CA,Marin County,13.0
4309,2012.0,CA,Marin County,37.0
4310,2013.0,CA,Marin County,39.0
4311,2014.0,CA,Marin County,10.0
4312,2015.0,CA,Marin County,14.0
4313,2003.0,FL,Marion County,43.0
4314,2004.0,FL,Marion County,18.0
4315,2005.0,FL,Marion County,28.0
4316,2006.0,FL,Marion County,55.0
4317,2007.0,FL,Marion County,30.0
4318,2008.0,FL,Marion County,38.0
4319,2009.0,FL,Marion County,53.0
4320,2010.0,FL,Marion County,51.0
4321,2011.0,FL,Marion County,46.0
4322,2012.0,FL,Marion County,44.0
4323,2013.0,FL,Marion County,45.0
4324,2014.0,FL,Marion County,57.0
4325,2015.0,FL,Marion County,42.0
4326,2010.0,IL,Marion County,10.0
4327,2003.0,IN,Marion County,74.0
4328,2004.0,IN,Marion County,96.0
4329,2005.0,IN,Marion County,90.0
4330,2006.0,IN,Marion County,114.0
4331,2007.0,IN,Marion County,123.0
4332,2008.0,IN,Marion County,148.0
4333,2009.0,IN,Marion County,137.0
4334,2010.0,IN,Marion County,163.0
4335,2011.0,IN,Marion County,156.0
4336,2012.0,IN,Marion County,192.0
4337,2013.0,IN,Marion County,203.0
4338,2014.0,IN,Marion County,245.0
4339,2015.0,IN,Marion County,246.0
4340,2011.0,OH,Marion County,13.0
4341,2012.0,OH,Marion County,19.0
4342,2013.0,OH,Marion County,18.0
4343,2014.0,OH,Marion County,27.0
4344,2015.0,OH,Marion County,22.0
4345,2003.0,OR,Marion County,23.0
4346,2004.0,OR,Marion County,23.0
4347,2005.0,OR,Marion County,26.0
4348,2006.0,OR,Marion County,23.0
4349,2007.0,OR,Marion County,29.0
4350,2008.0,OR,Marion County,19.0
4351,2009.0,OR,Marion County,29.0
4352,2010.0,OR,Marion County,42.0
4353,2011.0,OR,Marion County,24.0
4354,2012.0,OR,Marion County,41.0
4355,2013.0,OR,Marion County,12.0
4356,2014.0,OR,Marion County,11.0
4357,2015.0,OR,Marion County,26.0
4358,2007.0,WV,Marion County,12.0
4359,2013.0,MI,Marquette County,10.0
4360,2015.0,MI,Marquette County,12.0
4361,2012.0,AL,Marshall County,11.0
4362,2013.0,AL,Marshall County,13.0
4363,2014.0,AL,Marshall County,19.0
4364,2015.0,AL,Marshall County,24.0
4365,2003.0,FL,Martin County,15.0
4366,2004.0,FL,Martin County,16.0
4367,2005.0,FL,Martin County,25.0
4368,2006.0,FL,Martin County,17.0
4369,2007.0,FL,Martin County,27.0
4370,2008.0,FL,Martin County,22.0
4371,2009.0,FL,Martin County,24.0
4372,2010.0,FL,Martin County,20.0
4373,2011.0,FL,Martin County,22.0
4374,2012.0,FL,Martin County,17.0
4375,2013.0,FL,Martin County,18.0
4376,2014.0,FL,Martin County,16.0
4377,2015.0,FL,Martin County,23.0
4378,2015.0,KY,Martin County,10.0
4379,2012.0,WA,Mason County,14.0
4380,2013.0,WA,Mason County,10.0
4381,2015.0,WA,Mason County,10.0
4382,2007.0,WV,Mason County,11.0
4383,2014.0,WV,Mason County,12.0
4384,2003.0,AK,Matanuska-Susitna Borough,11.0
4385,2006.0,AK,Matanuska-Susitna Borough,13.0
4386,2007.0,AK,Matanuska-Susitna Borough,10.0
4387,2008.0,AK,Matanuska-Susitna Borough,18.0
4388,2009.0,AK,Matanuska-Susitna Borough,15.0
4389,2010.0,AK,Matanuska-Susitna Borough,10.0
4390,2011.0,AK,Matanuska-Susitna Borough,17.0
4391,2012.0,AK,Matanuska-Susitna Borough,21.0
4392,2013.0,AK,Matanuska-Susitna Borough,10.0
4393,2014.0,AK,Matanuska-Susitna Borough,17.0
4394,2015.0,AK,Matanuska-Susitna Borough,13.0
4395,2011.0,HI,Maui County,32.0
4396,2012.0,HI,Maui County,17.0
4397,2013.0,HI,Maui County,16.0
4398,2014.0,HI,Maui County,18.0
4399,2015.0,HI,Maui County,17.0
4400,2008.0,TN,Maury County,11.0
4401,2010.0,TN,Maury County,13.0
4402,2012.0,TN,Maury County,15.0
4403,2014.0,TN,Maury County,18.0
4404,2015.0,TN,Maury County,13.0
4405,2010.0,OK,Mayes County,11.0
4406,2014.0,OK,Mayes County,10.0
4407,2015.0,OK,Mayes County,12.0
4408,2015.0,PA,Mc Kean County,11.0
4409,2015.0,OK,McClain County,10.0
4410,2005.0,KY,McCracken County,10.0
4411,2006.0,KY,McCracken County,13.0
4412,2010.0,KY,McCracken County,11.0
4413,2011.0,KY,McCracken County,13.0
4414,2012.0,KY,McCracken County,18.0
4415,2013.0,KY,McCracken County,16.0
4416,2014.0,KY,McCracken County,15.0
4417,2009.0,OK,McCurtain County,10.0
4418,2012.0,OK,McCurtain County,10.0
4419,2007.0,NC,McDowell County,13.0
4420,2008.0,NC,McDowell County,14.0
4421,2007.0,WV,McDowell County,15.0
4422,2008.0,WV,McDowell County,22.0
4423,2010.0,WV,McDowell County,21.0
4424,2011.0,WV,McDowell County,24.0
4425,2012.0,WV,McDowell County,13.0
4426,2013.0,WV,McDowell County,19.0
4427,2015.0,WV,McDowell County,24.0
4428,2003.0,IL,McHenry County,13.0
4429,2004.0,IL,McHenry County,16.0
4430,2005.0,IL,McHenry County,18.0
4431,2006.0,IL,McHenry County,18.0
4432,2007.0,IL,McHenry County,16.0
4433,2008.0,IL,McHenry County,26.0
4434,2009.0,IL,McHenry County,31.0
4435,2010.0,IL,McHenry County,32.0
4436,2011.0,IL,McHenry County,27.0
4437,2012.0,IL,McHenry County,40.0
4438,2013.0,IL,McHenry County,28.0
4439,2014.0,IL,McHenry County,30.0
4440,2015.0,IL,McHenry County,38.0
4441,2005.0,NM,McKinley County,11.0
4442,2003.0,IL,McLean County,10.0
4443,2005.0,IL,McLean County,11.0
4444,2007.0,IL,McLean County,13.0
4445,2008.0,IL,McLean County,15.0
4446,2009.0,IL,McLean County,19.0
4447,2010.0,IL,McLean County,12.0
4448,2011.0,IL,McLean County,10.0
4449,2012.0,IL,McLean County,24.0
4450,2013.0,IL,McLean County,10.0
4451,2014.0,IL,McLean County,19.0
4452,2015.0,IL,McLean County,18.0
4453,2004.0,TX,McLennan County,11.0
4454,2005.0,TX,McLennan County,10.0
4455,2006.0,TX,McLennan County,15.0
4456,2007.0,TX,McLennan County,12.0
4457,2009.0,TX,McLennan County,12.0
4458,2010.0,TX,McLennan County,14.0
4459,2012.0,TX,McLennan County,20.0
4460,2013.0,TX,McLennan County,11.0
4461,2014.0,TX,McLennan County,13.0
4462,2015.0,TX,McLennan County,21.0
4463,2007.0,TN,McMinn County,10.0
4464,2010.0,TN,McMinn County,18.0
4465,2011.0,TN,McMinn County,12.0
4466,2014.0,TN,McMinn County,11.0
4467,2015.0,TN,McNairy County,10.0
4468,2003.0,NC,Mecklenburg County,38.0
4469,2004.0,NC,Mecklenburg County,40.0
4470,2005.0,NC,Mecklenburg County,64.0
4471,2006.0,NC,Mecklenburg County,59.0
4472,2007.0,NC,Mecklenburg County,50.0
4473,2008.0,NC,Mecklenburg County,66.0
4474,2009.0,NC,Mecklenburg County,50.0
4475,2010.0,NC,Mecklenburg County,65.0
4476,2011.0,NC,Mecklenburg County,79.0
4477,2012.0,NC,Mecklenburg County,92.0
4478,2013.0,NC,Mecklenburg County,59.0
4479,2014.0,NC,Mecklenburg County,103.0
4480,2015.0,NC,Mecklenburg County,110.0
4481,2009.0,OH,Medina County,11.0
4482,2011.0,OH,Medina County,12.0
4483,2012.0,OH,Medina County,17.0
4484,2013.0,OH,Medina County,14.0
4485,2014.0,OH,Medina County,17.0
4486,2015.0,OH,Medina County,27.0
4487,2003.0,CA,Mendocino County,15.0
4488,2006.0,CA,Mendocino County,13.0
4489,2007.0,CA,Mendocino County,18.0
4490,2009.0,CA,Mendocino County,12.0
4491,2010.0,CA,Mendocino County,11.0
4492,2011.0,CA,Mendocino County,13.0
4493,2013.0,CA,Mendocino County,20.0
4494,2014.0,CA,Mendocino County,21.0
4495,2015.0,CA,Mendocino County,15.0
4496,2003.0,CA,Merced County,18.0
4497,2004.0,CA,Merced County,11.0
4498,2005.0,CA,Merced County,14.0
4499,2007.0,CA,Merced County,16.0
4500,2008.0,CA,Merced County,22.0
4501,2009.0,CA,Merced County,16.0
4502,2010.0,CA,Merced County,23.0
4503,2011.0,CA,Merced County,27.0
4504,2012.0,CA,Merced County,30.0
4505,2013.0,CA,Merced County,26.0
4506,2014.0,CA,Merced County,26.0
4507,2015.0,CA,Merced County,39.0
4508,2003.0,NJ,Mercer County,15.0
4509,2004.0,NJ,Mercer County,14.0
4510,2005.0,NJ,Mercer County,16.0
4511,2007.0,NJ,Mercer County,26.0
4512,2008.0,NJ,Mercer County,16.0
4513,2010.0,NJ,Mercer County,34.0
4514,2011.0,NJ,Mercer County,32.0
4515,2012.0,NJ,Mercer County,31.0
4516,2013.0,NJ,Mercer County,40.0
4517,2014.0,NJ,Mercer County,37.0
4518,2015.0,NJ,Mercer County,57.0
4519,2003.0,PA,Mercer County,13.0
4520,2004.0,PA,Mercer County,13.0
4521,2005.0,PA,Mercer County,20.0
4522,2006.0,PA,Mercer County,11.0
4523,2007.0,PA,Mercer County,23.0
4524,2008.0,PA,Mercer County,18.0
4525,2009.0,PA,Mercer County,23.0
4526,2010.0,PA,Mercer County,17.0
4527,2011.0,PA,Mercer County,14.0
4528,2012.0,PA,Mercer County,19.0
4529,2013.0,PA,Mercer County,24.0
4530,2014.0,PA,Mercer County,26.0
4531,2015.0,PA,Mercer County,11.0
4532,2003.0,WV,Mercer County,11.0
4533,2004.0,WV,Mercer County,12.0
4534,2006.0,WV,Mercer County,16.0
4535,2007.0,WV,Mercer County,21.0
4536,2008.0,WV,Mercer County,26.0
4537,2010.0,WV,Mercer County,28.0
4538,2011.0,WV,Mercer County,46.0
4539,2012.0,WV,Mercer County,34.0
4540,2013.0,WV,Mercer County,21.0
4541,2014.0,WV,Mercer County,37.0
4542,2015.0,WV,Mercer County,30.0
4543,2003.0,NH,Merrimack County,14.0
4544,2004.0,NH,Merrimack County,14.0
4545,2005.0,NH,Merrimack County,17.0
4546,2007.0,NH,Merrimack County,18.0
4547,2008.0,NH,Merrimack County,16.0
4548,2011.0,NH,Merrimack County,14.0
4549,2013.0,NH,Merrimack County,15.0
4550,2014.0,NH,Merrimack County,34.0
4551,2015.0,NH,Merrimack County,26.0
4552,2008.0,CO,Mesa County,10.0
4553,2009.0,CO,Mesa County,14.0
4554,2010.0,CO,Mesa County,11.0
4555,2011.0,CO,Mesa County,25.0
4556,2012.0,CO,Mesa County,14.0
4557,2013.0,CO,Mesa County,14.0
4558,2014.0,CO,Mesa County,17.0
4559,2015.0,CO,Mesa County,26.0
4560,2005.0,OH,Miami County,11.0
4561,2007.0,OH,Miami County,12.0
4562,2008.0,OH,Miami County,21.0
4563,2010.0,OH,Miami County,14.0
4564,2011.0,OH,Miami County,14.0
4565,2012.0,OH,Miami County,16.0
4566,2013.0,OH,Miami County,12.0
4567,2014.0,OH,Miami County,19.0
4568,2015.0,OH,Miami County,17.0
4569,2003.0,FL,Miami-Dade County,111.0
4570,2004.0,FL,Miami-Dade County,145.0
4571,2005.0,FL,Miami-Dade County,154.0
4572,2006.0,FL,Miami-Dade County,152.0
4573,2007.0,FL,Miami-Dade County,149.0
4574,2008.0,FL,Miami-Dade County,149.0
4575,2009.0,FL,Miami-Dade County,155.0
4576,2010.0,FL,Miami-Dade County,112.0
4577,2011.0,FL,Miami-Dade County,133.0
4578,2012.0,FL,Miami-Dade County,145.0
4579,2013.0,FL,Miami-Dade County,124.0
4580,2014.0,FL,Miami-Dade County,156.0
4581,2015.0,FL,Miami-Dade County,202.0
4582,2004.0,CT,Middlesex County,15.0
4583,2007.0,CT,Middlesex County,18.0
4584,2008.0,CT,Middlesex County,18.0
4585,2009.0,CT,Middlesex County,12.0
4586,2010.0,CT,Middlesex County,22.0
4587,2011.0,CT,Middlesex County,17.0
4588,2012.0,CT,Middlesex County,22.0
4589,2013.0,CT,Middlesex County,19.0
4590,2014.0,CT,Middlesex County,32.0
4591,2015.0,CT,Middlesex County,40.0
4592,2003.0,MA,Middlesex County,161.0
4593,2004.0,MA,Middlesex County,113.0
4594,2005.0,MA,Middlesex County,167.0
4595,2006.0,MA,Middlesex County,162.0
4596,2007.0,MA,Middlesex County,183.0
4597,2008.0,MA,Middlesex County,170.0
4598,2009.0,MA,Middlesex County,162.0
4599,2010.0,MA,Middlesex County,151.0
4600,2011.0,MA,Middlesex County,198.0
4601,2012.0,MA,Middlesex County,167.0
4602,2013.0,MA,Middlesex County,184.0
4603,2014.0,MA,Middlesex County,275.0
4604,2015.0,MA,Middlesex County,351.0
4605,2003.0,NJ,Middlesex County,55.0
4606,2004.0,NJ,Middlesex County,30.0
4607,2005.0,NJ,Middlesex County,64.0
4608,2006.0,NJ,Middlesex County,40.0
4609,2007.0,NJ,Middlesex County,53.0
4610,2008.0,NJ,Middlesex County,50.0
4611,2009.0,NJ,Middlesex County,15.0
4612,2010.0,NJ,Middlesex County,61.0
4613,2011.0,NJ,Middlesex County,72.0
4614,2012.0,NJ,Middlesex County,98.0
4615,2013.0,NJ,Middlesex County,68.0
4616,2014.0,NJ,Middlesex County,114.0
4617,2015.0,NJ,Middlesex County,97.0
4618,2012.0,MI,Midland County,10.0
4619,2005.0,TX,Midland County,11.0
4620,2006.0,TX,Midland County,11.0
4621,2007.0,TX,Midland County,12.0
4622,2008.0,TX,Midland County,15.0
4623,2010.0,TX,Midland County,12.0
4624,2011.0,TX,Midland County,14.0
4625,2013.0,TX,Midland County,17.0
4626,2014.0,TX,Midland County,17.0
4627,2015.0,TX,Midland County,11.0
4628,2004.0,PA,Mifflin County,10.0
4629,2003.0,WI,Milwaukee County,154.0
4630,2004.0,WI,Milwaukee County,171.0
4631,2005.0,WI,Milwaukee County,189.0
4632,2006.0,WI,Milwaukee County,205.0
4633,2007.0,WI,Milwaukee County,185.0
4634,2008.0,WI,Milwaukee County,177.0
4635,2009.0,WI,Milwaukee County,167.0
4636,2010.0,WI,Milwaukee County,164.0
4637,2011.0,WI,Milwaukee County,189.0
4638,2012.0,WI,Milwaukee County,181.0
4639,2013.0,WI,Milwaukee County,226.0
4640,2014.0,WI,Milwaukee County,241.0
4641,2015.0,WI,Milwaukee County,256.0
4642,2003.0,WV,Mingo County,10.0
4643,2007.0,WV,Mingo County,10.0
4644,2008.0,WV,Mingo County,18.0
4645,2010.0,WV,Mingo County,14.0
4646,2011.0,WV,Mingo County,14.0
4647,2012.0,WV,Mingo County,18.0
4648,2013.0,WV,Mingo County,12.0
4649,2014.0,WV,Mingo County,25.0
4650,2015.0,WV,Mingo County,12.0
4651,2010.0,SD,Minnehaha County,11.0
4652,2013.0,SD,Minnehaha County,13.0
4653,2014.0,SD,Minnehaha County,14.0
4654,2015.0,SD,Minnehaha County,18.0
4655,2003.0,MT,Missoula County,11.0
4656,2005.0,MT,Missoula County,12.0
4657,2008.0,MT,Missoula County,13.0
4658,2009.0,MT,Missoula County,14.0
4659,2010.0,MT,Missoula County,15.0
4660,2012.0,MT,Missoula County,15.0
4661,2013.0,MT,Missoula County,12.0
4662,2015.0,MT,Missoula County,11.0
4663,2003.0,AL,Mobile County,26.0
4664,2004.0,AL,Mobile County,27.0
4665,2005.0,AL,Mobile County,22.0
4666,2006.0,AL,Mobile County,33.0
4667,2007.0,AL,Mobile County,49.0
4668,2008.0,AL,Mobile County,49.0
4669,2009.0,AL,Mobile County,50.0
4670,2010.0,AL,Mobile County,39.0
4671,2011.0,AL,Mobile County,43.0
4672,2012.0,AL,Mobile County,58.0
4673,2013.0,AL,Mobile County,57.0
4674,2014.0,AL,Mobile County,54.0
4675,2015.0,AL,Mobile County,64.0
4676,2003.0,AZ,Mohave County,11.0
4677,2004.0,AZ,Mohave County,10.0
4678,2005.0,AZ,Mohave County,24.0
4679,2006.0,AZ,Mohave County,15.0
4680,2007.0,AZ,Mohave County,19.0
4681,2008.0,AZ,Mohave County,26.0
4682,2009.0,AZ,Mohave County,51.0
4683,2010.0,AZ,Mohave County,67.0
4684,2011.0,AZ,Mohave County,52.0
4685,2012.0,AZ,Mohave County,65.0
4686,2013.0,AZ,Mohave County,61.0
4687,2014.0,AZ,Mohave County,56.0
4688,2015.0,AZ,Mohave County,58.0
4689,2003.0,NJ,Monmouth County,52.0
4690,2004.0,NJ,Monmouth County,29.0
4691,2005.0,NJ,Monmouth County,48.0
4692,2006.0,NJ,Monmouth County,70.0
4693,2007.0,NJ,Monmouth County,45.0
4694,2008.0,NJ,Monmouth County,38.0
4695,2010.0,NJ,Monmouth County,66.0
4696,2011.0,NJ,Monmouth County,89.0
4697,2012.0,NJ,Monmouth County,92.0
4698,2013.0,NJ,Monmouth County,72.0
4699,2014.0,NJ,Monmouth County,96.0
4700,2015.0,NJ,Monmouth County,114.0
4701,2008.0,WV,Monongalia County,13.0
4702,2014.0,WV,Monongalia County,13.0
4703,2015.0,WV,Monongalia County,10.0
4704,2003.0,FL,Monroe County,17.0
4705,2004.0,FL,Monroe County,14.0
4706,2006.0,FL,Monroe County,15.0
4707,2007.0,FL,Monroe County,17.0
4708,2008.0,FL,Monroe County,18.0
4709,2010.0,FL,Monroe County,16.0
4710,2011.0,FL,Monroe County,20.0
4711,2014.0,FL,Monroe County,10.0
4712,2015.0,FL,Monroe County,19.0
4713,2004.0,IN,Monroe County,11.0
4714,2007.0,IN,Monroe County,10.0
4715,2008.0,IN,Monroe County,14.0
4716,2009.0,IN,Monroe County,15.0
4717,2010.0,IN,Monroe County,16.0
4718,2011.0,IN,Monroe County,16.0
4719,2012.0,IN,Monroe County,18.0
4720,2013.0,IN,Monroe County,13.0
4721,2014.0,IN,Monroe County,24.0
